
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 2.06647, 0.00000,600.00000, 2.06647, 0.00000, 0.00000, 0.00000, 0.00000, 0.03605,-0.01150, 0.99917, 0.55723,316.40330,1454.59743,2331.90127,-1.57273,-0.08283, 0.00624,
 0.10000,60.00000,-0.00183,9999.99997, 0.00017, 2.06647,-0.00005,600.00001, 2.06653,-0.00343, 0.00488, 0.00000,-0.00147, 0.03606,-0.01120, 0.99917, 0.55723,316.40331,1454.59743,2331.90127,-1.57273,-0.08283, 0.00624,
 0.20000,120.00000,-0.00727,9999.99989, 0.00120, 2.06647,-0.00038,600.00002, 2.06658,-0.00646, 0.01696, 0.00000,-0.00554, 0.03606,-0.01094, 0.99918, 0.55723,316.40333,1454.59743,2331.90127,-1.57273,-0.08283, 0.00624,
 0.30000,180.00000,-0.01622,9999.99975, 0.00364, 2.06647,-0.00123,600.00005, 2.06663,-0.00884, 0.03273,-0.00000,-0.01168, 0.03606,-0.01075, 0.99918, 0.55723,316.40336,1454.59744,2331.90127,-1.57273,-0.08283, 0.00624,
 0.40000,240.00001,-0.02862,9999.99955, 0.00768, 2.06647,-0.00276,600.00008, 2.06669,-0.01041, 0.04909,-0.00001,-0.01921, 0.03606,-0.01063, 0.99919, 0.55723,316.40339,1454.59745,2331.90127,-1.57273,-0.08283, 0.00624,
 0.50000,300.00002,-0.04438,9999.99930, 0.01325, 2.06647,-0.00509,600.00012, 2.06673,-0.01108, 0.06352,-0.00003,-0.02736, 0.03606,-0.01058, 0.99920, 0.55723,316.40343,1454.59747,2331.90127,-1.57273,-0.08283, 0.00624,
 0.60000,360.00003,-0.06348,9999.99901, 0.02006, 2.06647,-0.00823,600.00015, 2.06677,-0.01086, 0.07411,-0.00006,-0.03536, 0.03606,-0.01062, 0.99921, 0.55723,316.40347,1454.59748,2331.90127,-1.57273,-0.08283, 0.00624,
 0.70000,420.00004,-0.08589,9999.99867, 0.02765, 2.06646,-0.01214,600.00019, 2.06681,-0.00983, 0.07966,-0.00011,-0.04251, 0.03606,-0.01072, 0.99922, 0.55723,316.40351,1454.59750,2331.90127,-1.57273,-0.08283, 0.00624,
 0.80000,480.00005,-0.11159,9999.99830, 0.03550, 2.06645,-0.01669,600.00022, 2.06683,-0.00814, 0.07963,-0.00016,-0.04824, 0.03606,-0.01088, 0.99924, 0.55723,316.40355,1454.59752,2331.90127,-1.57273,-0.08283, 0.00624,
 0.90000,540.00007,-0.14060,9999.99789, 0.04305, 2.06644,-0.02173,600.00025, 2.06685,-0.00600, 0.07414,-0.00021,-0.05214, 0.03606,-0.01108, 0.99925, 0.55723,316.40358,1454.59755,2331.90127,-1.57273,-0.08283, 0.00624,
 1.00000,600.00009,-0.17293,9999.99745, 0.04979, 2.06642,-0.02706,600.00027, 2.06685,-0.00361, 0.06387,-0.00028,-0.05398, 0.03606,-0.01129, 0.99926, 0.55723,316.40361,1454.59757,2331.90127,-1.57273,-0.08283, 0.00624,
 1.10000,660.00011,-0.20861,9999.99698, 0.05531, 2.06639,-0.03247,600.00028, 2.06685,-0.00123, 0.04994,-0.00034,-0.05376, 0.03606,-0.01150, 0.99927, 0.55723,316.40363,1454.59760,2331.90127,-1.57273,-0.08283, 0.00624,
 1.20000,720.00012,-0.24769,9999.99650, 0.05932, 2.06636,-0.03776,600.00029, 2.06684, 0.00095, 0.03376,-0.00040,-0.05164, 0.03606,-0.01168, 0.99926, 0.55723,316.40365,1454.59763,2331.90127,-1.57273,-0.08283, 0.00624,
 1.30000,780.00014,-0.29019,9999.99598, 0.06168, 2.06632,-0.04275,600.00031, 2.06682, 0.00274, 0.01701,-0.00045,-0.04790, 0.03606,-0.01183, 0.99925, 0.55723,316.40367,1454.59765,2331.90127,-1.57273,-0.08283, 0.00624,
 1.40000,840.00015,-0.33614,9999.99544, 0.06241, 2.06628,-0.04730,600.00033, 2.06681, 0.00401, 0.00113,-0.00048,-0.04298, 0.03606,-0.01192, 0.99924, 0.55723,316.40369,1454.59768,2331.90127,-1.57273,-0.08283, 0.00624,
 1.50000,900.00016,-0.38558,9999.99487, 0.06167, 2.06623,-0.05133,600.00036, 2.06679, 0.00467,-0.01259,-0.00051,-0.03743, 0.03606,-0.01197, 0.99923, 0.55723,316.40373,1454.59772,2331.90127,-1.57273,-0.08283, 0.00624,
 1.60000,960.00018,-0.43853,9999.99427, 0.05973, 2.06619,-0.05479,600.00038, 2.06678, 0.00471,-0.02312,-0.00053,-0.03179, 0.03606,-0.01196, 0.99923, 0.55723,316.40376,1454.59775,2331.90127,-1.57273,-0.08283, 0.00624,
 1.70000,1020.00019,-0.49498,9999.99363, 0.05694, 2.06614,-0.05771,600.00041, 2.06676, 0.00417,-0.02979,-0.00054,-0.02660, 0.03606,-0.01190, 0.99923, 0.55723,316.40380,1454.59779,2331.90127,-1.57273,-0.08283, 0.00624,
 1.80000,1080.00020,-0.55495,9999.99295, 0.05371, 2.06608,-0.06014,600.00045, 2.06674, 0.00315,-0.03232,-0.00055,-0.02229, 0.03606,-0.01181, 0.99923, 0.55723,316.40384,1454.59783,2331.90127,-1.57273,-0.08283, 0.00624,
 1.90000,1140.00022,-0.61841,9999.99224, 0.05045, 2.06603,-0.06221,600.00048, 2.06673, 0.00176,-0.03079,-0.00055,-0.01920, 0.03606,-0.01168, 0.99923, 0.55723,316.40388,1454.59787,2331.90127,-1.57273,-0.08283, 0.00624,
 2.00000,1200.00023,-0.68535,9999.99149, 0.04753, 2.06598,-0.06403,600.00051, 2.06671, 0.00018,-0.02568,-0.00055,-0.01752, 0.03606,-0.01155, 0.99923, 0.55723,316.40392,1454.59791,2331.90127,-1.57273,-0.08283, 0.00624,
 2.10000,1260.00024,-0.75573,9999.99071, 0.04528, 2.06592,-0.06576,600.00054, 2.06669,-0.00145,-0.01767,-0.00054,-0.01728, 0.03606,-0.01140, 0.99922, 0.55723,316.40397,1454.59795,2331.90127,-1.57273,-0.08283, 0.00624,
 2.20000,1320.00025,-0.82953,9999.98988, 0.04394, 2.06587,-0.06754,600.00058, 2.06668,-0.00297,-0.00763,-0.00052,-0.01836, 0.03606,-0.01127, 0.99921, 0.55723,316.40402,1454.59800,2331.90127,-1.57273,-0.08283, 0.00624,
 2.30000,1380.00026,-0.90671,9999.98902, 0.04365, 2.06582,-0.06948,600.00063, 2.06668,-0.00425, 0.00334,-0.00050,-0.02057, 0.03606,-0.01117, 0.99920, 0.55723,316.40408,1454.59805,2331.90127,-1.57273,-0.08283, 0.00624,
 2.40000,1440.00027,-0.98724,9999.98810, 0.04446, 2.06578,-0.07168,600.00069, 2.06667,-0.00520, 0.01415,-0.00048,-0.02361, 0.03606,-0.01109, 0.99920, 0.55723,316.40414,1454.59810,2331.90127,-1.57273,-0.08283, 0.00624,
 2.50000,1500.00029,-1.07109,9999.98715, 0.04627, 2.06573,-0.07422,600.00074, 2.06667,-0.00576, 0.02382,-0.00045,-0.02717, 0.03606,-0.01105, 0.99920, 0.55723,316.40421,1454.59815,2331.90127,-1.57273,-0.08283, 0.00624,
 2.60000,1560.00030,-1.15823,9999.98615, 0.04896, 2.06569,-0.07712,600.00081, 2.06668,-0.00589, 0.03155,-0.00043,-0.03086, 0.03606,-0.01104, 0.99920, 0.55723,316.40429,1454.59821,2331.90127,-1.57273,-0.08283, 0.00624,
 2.70000,1620.00032,-1.24865,9999.98510, 0.05228, 2.06565,-0.08039,600.00087, 2.06668,-0.00563, 0.03678,-0.00041,-0.03436, 0.03606,-0.01107, 0.99920, 0.55723,316.40437,1454.59827,2331.90127,-1.57273,-0.08283, 0.00624,
 2.80000,1680.00033,-1.34234,9999.98401, 0.05597, 2.06561,-0.08398,600.00094, 2.06668,-0.00503, 0.03920,-0.00040,-0.03736, 0.03606,-0.01113, 0.99921, 0.55723,316.40445,1454.59833,2331.90127,-1.57273,-0.08283, 0.00624,
